record_id,queue_priority,title_abstract_status,title,authors,year,source,database,profile,doi,record_url,fulltext_url,retrieval_status,access_route,retrieval_evidence,pdf_identity_gate,fulltext_assessed,eligibility_status,final_inclusion,exclusion_reason,appraisal_tool,appraisal_rating,article_section,evidence_role,democracy_dimension,scenario_link,claim_supported,parameter_effect,review_note
R000575,1,provisional_include,"Toward a decolonial One Health: Findings from a participatory action research initiative with indigenous, Campesino, and Afro-descendant communities in the Amazon",Méndez-Paz F.,2026,One Health,scopus,module_E_en,10.1016/j.onehlt.2026.101476,https://api.elsevier.com/content/abstract/scopus_id/105042569556,https://doi.org/10.1016/j.onehlt.2026.101476,retrieved,drive_open_access,Google Drive OA folder; local extraction drive_03.txt,passed,yes,excluded_after_fulltext,excluded,EXC_NO_DIRECT_CONTRIBUTION_TO_ORIGINAL_ARTICLE: El enfoque One Health no ofrece evidencia pertinente para el corpus del artículo.,,,,,,,,none; bibliographic evidence does not modify model parameters automatically,Support corpus for an original article; not a systematic-review outcome.
R000593,1,provisional_include,The Indigenous land titling trap: adaptive practices and the limits of climate governance,Paredes M.,2026,World Development,scopus,module_E_en,10.1016/j.worlddev.2026.107429,https://api.elsevier.com/content/abstract/scopus_id/105036040644,https://doi.org/10.1016/j.worlddev.2026.107429,retrieved,drive_open_access,Google Drive OA folder; local extraction drive_04.txt,passed,yes,excluded_after_fulltext,excluded,EXC_NO_DIRECT_CONTRIBUTION_TO_ORIGINAL_ARTICLE: La titulación de tierras indígenas no se conecta de modo directo con los resultados analizados.,,,,,,,,none; bibliographic evidence does not modify model parameters automatically,Support corpus for an original article; not a systematic-review outcome.
R000645,1,provisional_include,"Profissionais da justiça e da segurança pública, conservadorismo e erosão democrática",Maria da Gloria Bonelli,2026,,scielo,module_A_pt,10.1590/scielopreprints.17594,https://doi.org/10.1590/scielopreprints.17594,https://doi.org/10.1590/scielopreprints.17594,retrieved,drive_open_access,Google Drive OA folder; local extraction drive_09.txt,passed,yes,eligible,included,,MMAT_2018,alta,Discusión,"justicia, seguridad y erosión",funcionamiento_gobierno,restrictivo,La actuación de élites jurídicas y de seguridad es relevante para los contrapesos democráticos.,none; bibliographic evidence does not modify model parameters automatically,Support corpus for an original article; not a systematic-review outcome.
R000059,2,uncertain,La calidad de la democracia en el Perú y en América Latina,Martín Tanaka; Catalina Romero; Alberto Adrianzén; Steven Levitsky,2011,La democracia y sus instituciones en debate,crossref,module_A_es,10.18800/9789972429774.009,https://doi.org/10.18800/9789972429774.009,https://repositorio.pucp.edu.pe/bitstreams/180f762d-e0db-4d84-b5e2-bfe3be29002d/download,retrieved,legal_open_web,PUCP_repository_fulltext,passed,yes,eligible,included,,AACODS,alta,Introducción y discusión,trayectoria peruana de calidad democrática,medición_multidimensional,transversal,La calidad democrática peruana debe leerse dentro de su trayectoria institucional y regional.,none; bibliographic evidence does not modify model parameters automatically,Support corpus for an original article; not a systematic-review outcome.
R000065,2,uncertain,Luces y sombras de la calidad de la democracia en América Latina,Manuel Alcántara Saéz,2007,Revista Oficial del Poder Judicial. Órgano de Investigación de la Corte Suprema de Justicia de la República del Perú,crossref,module_A_es,10.35292/ropj.v2i2.154,https://doi.org/10.35292/ropj.v2i2.154,https://doi.org/10.35292/ropj.v2i2.154,retrieved,legal_open_web,OA_pdf,passed,yes,eligible,included,,METHOD_RELEVANCE,alta,Métodos y limitaciones,comparación de índices,medición_multidimensional,transversal,"Los índices de democracia difieren en concepto, fuentes y agregación.",none; bibliographic evidence does not modify model parameters automatically,Support corpus for an original article; not a systematic-review outcome.
R000071,2,uncertain,DESCONSOLIDAÇÃO DEMOCRÁTICA NA AMÉRICA LATINA,Fidel Terenciano,2018,Democracia na América Latina,crossref,module_A_pt,10.2307/j.ctvn96fr4.11,https://doi.org/10.2307/j.ctvn96fr4.11,https://doi.org/10.2307/j.ctvn96fr4.11,retrieved,legal_open_web,JSTOR_OA_XML,passed,yes,eligible,included,,AACODS,alta,Introducción y discusión,desconsolidación latinoamericana,contexto_regional,restrictivo,La desconsolidación democrática latinoamericana ofrece el marco regional del caso peruano.,none; bibliographic evidence does not modify model parameters automatically,Support corpus for an original article; not a systematic-review outcome.
R000072,2,uncertain,"Democracia, desigualdades e corrupção: uma análise da qualidade democrática na América latina.",Maria Salete Souza de Amorim,2015,Século XXI – Revista de Ciências Sociais,crossref,module_A_pt,10.5902/2236672521590,https://doi.org/10.5902/2236672521590,https://periodicos.ufsm.br/seculoxxi/article/download/21590/13113,retrieved,legal_open_web,OA_pdf,passed,yes,eligible,included,,MMAT_2018,moderada,Discusión,desigualdad y corrupción,funcionamiento_gobierno,continuidad,Desigualdad y corrupción condicionan desempeño institucional y apoyo democrático.,none; bibliographic evidence does not modify model parameters automatically,Support corpus for an original article; not a systematic-review outcome.
R000074,2,uncertain,La controvertida democracia representativa,Hugo Quiroga,2019,Elecciones y legitimidad democrática en América Latina,crossref,module_A_pt,10.2307/j.ctvt6rkct.17,https://doi.org/10.2307/j.ctvt6rkct.17,https://doi.org/10.2307/j.ctvt6rkct.17,retrieved,legal_open_web,OA_book_pdf,passed,yes,eligible,included,,AACODS,alta,Introducción,democracia representativa,conceptual,transversal,"La democracia representativa combina autorización electoral, control y rendición de cuentas.",none; bibliographic evidence does not modify model parameters automatically,Support corpus for an original article; not a systematic-review outcome.
R000079,2,uncertain,Peru: Executive v Legislative Wars Amidst a Global Pandemic,Trilce Valdivia,2024,Pandemocracy in Latin America,crossref,module_B_en,10.5040/9781509965304.ch-007,https://doi.org/10.5040/9781509965304.ch-007,https://doi.org/10.5040/9781509965304.ch-007,not_retrieved,unavailable,"No se obtuvo texto completo verificable mediante Drive, repositorio o editor de acceso abierto.",not_applicable,no,not_assessed_fulltext,not_retrieved,NR_FULLTEXT_UNAVAILABLE,,,,,,,,none; bibliographic evidence does not modify model parameters automatically,Support corpus for an original article; not a systematic-review outcome.
R000081,2,uncertain,3 Peru,,2024,Why Presidents Fail,crossref,module_B_en,10.1515/9781503639560-006,https://doi.org/10.1515/9781503639560-006,http://dx.doi.org/10.1515/9781503639560-006,not_retrieved,unavailable,"No se obtuvo texto completo verificable mediante Drive, repositorio o editor de acceso abierto.",not_applicable,no,not_assessed_fulltext,not_retrieved,NR_FULLTEXT_UNAVAILABLE,,,,,,,,none; bibliographic evidence does not modify model parameters automatically,Support corpus for an original article; not a systematic-review outcome.
R000091,2,uncertain,¿Participación ciudadana y cultura política en Colombia? Un contraste de las experiencias de la Asamblea Constituyente de Mogotes y del Proyecto Nasa del Cauca,González Nidia Catherine,2011,Culturas políticas en la región andina,crossref,module_B_es,10.31819/9783954871513-003,https://doi.org/10.31819/9783954871513-003,http://americanae.aecid.es/americanae/es/registros/registro.do?tipoRegistro=MTD&idBib=1128835,not_retrieved,unavailable,"No se obtuvo texto completo verificable mediante Drive, repositorio o editor de acceso abierto.",not_applicable,no,not_assessed_fulltext,not_retrieved,NR_FULLTEXT_UNAVAILABLE,,,,,,,,none; bibliographic evidence does not modify model parameters automatically,Support corpus for an original article; not a systematic-review outcome.
R000095,2,uncertain,"Política de vivienda, organización del espacio y participación ciudadana",Martha Schteingart,2019,El derecho a la ciudad en América Latina,crossref,module_B_es,10.2307/j.ctvt6rm0z.5,https://doi.org/10.2307/j.ctvt6rm0z.5,https://doi.org/10.2307/j.ctvt6rm0z.5,not_retrieved,unavailable,"No se obtuvo texto completo verificable mediante Drive, repositorio o editor de acceso abierto.",not_applicable,no,not_assessed_fulltext,not_retrieved,NR_FULLTEXT_UNAVAILABLE,,,,,,,,none; bibliographic evidence does not modify model parameters automatically,Support corpus for an original article; not a systematic-review outcome.
R000097,2,uncertain,"Representatividad, participación y política: nuevo foco para el viejo debate sobre la función pública en América Latina",Mercedes Iacovello,2012,Revista Buen Gobierno,crossref,module_B_es,10.35247/buengob_12_05,https://doi.org/10.35247/buengob_12_05,https://doi.org/10.35247/buengob_12_05,retrieved,legal_open_web,OA_pdf,passed,yes,eligible,included,,MMAT_2018,moderada,Discusión,función pública y representación,funcionamiento_gobierno,recuperacion,La capacidad administrativa y la representación deben diferenciarse analíticamente.,none; bibliographic evidence does not modify model parameters automatically,Support corpus for an original article; not a systematic-review outcome.
R000103,2,uncertain,Notas introductorias sobre el populismo y la cultura política en el área andina de América Latina,H.C.F. Mansilla,2009,Ciências Sociais Unisinos,crossref,module_B_pt,10.4013/csu.2009.45.2.02,https://doi.org/10.4013/csu.2009.45.2.02,https://revistas.unisinos.br/index.php/ciencias_sociais/article/download/4890/2145/15814,retrieved,legal_open_web,OA_pdf,passed,yes,eligible,included,,MMAT_2018,moderada,Introducción y discusión,populismo y cultura política andina,cultura_politica,restrictivo,La cultura política andina aporta contexto a la relación entre populismo y democracia.,none; bibliographic evidence does not modify model parameters automatically,Support corpus for an original article; not a systematic-review outcome.
R000108,2,uncertain,An Internal Validation Assessment of Scale Across Social Vulnerability Index Model Structures (Uncertainty and Global Sensitivity Analysis),Selena Hinojos; Caitlin Grady,2025,HydroShare Resources,crossref,module_C_en,10.4211/hs.719a8d719907435dade9102aa9a0fa8d,https://doi.org/10.4211/hs.719a8d719907435dade9102aa9a0fa8d,https://doi.org/10.4211/hs.719a8d719907435dade9102aa9a0fa8d,retrieved,legal_open_web,HydroShare_SSRN_fulltext,passed,yes,eligible,included,,METHOD_RELEVANCE,alta,Métodos y limitaciones,sensibilidad de índice compuesto,sensibilidad,transversal,La incertidumbre de índices compuestos debe propagarse y comunicarse mediante bandas.,none; bibliographic evidence does not modify model parameters automatically,Support corpus for an original article; not a systematic-review outcome.
R000111,2,uncertain,ÍNDICE ANALÍTICO,,2006,La república deliberativa,crossref,module_C_es,10.2307/jj.2321989.16,https://doi.org/10.2307/jj.2321989.16,http://doi.org/10.2307/jj.2321989.16,not_retrieved,unavailable,"No se obtuvo texto completo verificable mediante Drive, repositorio o editor de acceso abierto.",not_applicable,no,not_assessed_fulltext,not_retrieved,NR_FULLTEXT_UNAVAILABLE,,,,,,,,none; bibliographic evidence does not modify model parameters automatically,Support corpus for an original article; not a systematic-review outcome.
R000113,2,uncertain,ÍNDICE DE CASOS JUDICIALES,,2016,Precios de transferencia: análisis de la validez empírica de los métodos propuestos por la ocde para la eveluación del principio de plena competencia,crossref,module_C_es,10.2307/j.ctv1503j4m.5,https://doi.org/10.2307/j.ctv1503j4m.5,https://doi.org/10.2307/j.ctv1503j4m.5,not_retrieved,unavailable,"No se obtuvo texto completo verificable mediante Drive, repositorio o editor de acceso abierto.",not_applicable,no,not_assessed_fulltext,not_retrieved,NR_FULLTEXT_UNAVAILABLE,,,,,,,,none; bibliographic evidence does not modify model parameters automatically,Support corpus for an original article; not a systematic-review outcome.
R000124,2,uncertain,The Monte Carlo Process and Scenario Planning,Charles Yoe,2025,The Art of Making Decisions Under Uncertainty,crossref,module_D_en,10.1201/9781003605089-24,https://doi.org/10.1201/9781003605089-24,,not_retrieved,unavailable,"No se obtuvo texto completo verificable mediante Drive, repositorio o editor de acceso abierto.",not_applicable,no,not_assessed_fulltext,not_retrieved,NR_FULLTEXT_UNAVAILABLE,,,,,,,,none; bibliographic evidence does not modify model parameters automatically,Support corpus for an original article; not a systematic-review outcome.
R000147,2,uncertain,"Ciência Política, democracia e dinâmicas de governança",,2026,,crossref,module_D_pt,10.22533/at.ed.34911261201,https://doi.org/10.22533/at.ed.34911261201,https://doi.org/10.22533/at.ed.34911261201,not_retrieved,unavailable,"No se obtuvo texto completo verificable mediante Drive, repositorio o editor de acceso abierto.",not_applicable,no,not_assessed_fulltext,not_retrieved,NR_FULLTEXT_UNAVAILABLE,,,,,,,,none; bibliographic evidence does not modify model parameters automatically,Support corpus for an original article; not a systematic-review outcome.
R000175,2,uncertain,El control constitucional de las resoluciones electorales en el Perú,César Landa,2011,Revista Elecciones,crossref,module_E_es,10.53557/elecciones.2011.v10n11.02,https://doi.org/10.53557/elecciones.2011.v10n11.02,https://doi.org/10.53557/elecciones.2011.v10n11.02,retrieved,legal_open_web,ONPE_fulltext,passed,yes,eligible,included,,MMAT_2018,alta,Discusión,control constitucional electoral,proceso_electoral,recuperacion,El control constitucional en materia electoral integra la arquitectura de contrapesos.,none; bibliographic evidence does not modify model parameters automatically,Support corpus for an original article; not a systematic-review outcome.
R000177,2,uncertain,Resultados electorales oficiales de 2006. República de El Salvador ; Tribunal Supremo Electoral. Consolidado nacional de las elecciones para concejos municipales ; Tribunal Supremo Electoral. Consolidado nacional de las elecciones para diputados,El Editor,2006,ECA: Estudios Centroamericanos,crossref,module_E_es,10.51378/eca.v61i688-689.4954,https://doi.org/10.51378/eca.v61i688-689.4954,https://doi.org/10.51378/eca.v61i688-689.4954,not_retrieved,unavailable,"No se obtuvo texto completo verificable mediante Drive, repositorio o editor de acceso abierto.",not_applicable,no,not_assessed_fulltext,not_retrieved,NR_FULLTEXT_UNAVAILABLE,,,,,,,,none; bibliographic evidence does not modify model parameters automatically,Support corpus for an original article; not a systematic-review outcome.
R000179,2,uncertain,Integridad electoral en la construcción de los resultados electorales,Gustavo López Montiel,2019,Integridad electoral,crossref,module_E_es,10.2307/j.ctvxbpgs0.12,https://doi.org/10.2307/j.ctvxbpgs0.12,https://doi.org/10.2307/j.ctvxbpgs0.12,not_retrieved,unavailable,"No se obtuvo texto completo verificable mediante Drive, repositorio o editor de acceso abierto.",not_applicable,no,not_assessed_fulltext,not_retrieved,NR_FULLTEXT_UNAVAILABLE,,,,,,,,none; bibliographic evidence does not modify model parameters automatically,Support corpus for an original article; not a systematic-review outcome.
R000201,2,uncertain,Reforma política : para consolidar el régimen democrático,"Pease García, Henry",2008,,core,module_A_es,10.18800/9789972428531,https://core.ac.uk/download/655679774.pdf,https://core.ac.uk/download/655679774.pdf,retrieved,legal_open_web,PUCP_repository_fulltext,passed,yes,eligible,included,,AACODS,alta,Discusión,reforma política peruana,funcionamiento_gobierno,recuperacion,La reforma política delimita opciones institucionales plausibles de recuperación.,none; bibliographic evidence does not modify model parameters automatically,Support corpus for an original article; not a systematic-review outcome.
R000253,2,uncertain,Índice de artículos,"Publicados, Índice de artículos",2013,"{""title"": null, ""identifiers"": []}",core,module_C_es,,https://core.ac.uk/download/533173403.pdf,https://core.ac.uk/download/533173403.pdf,not_retrieved,unavailable,"No se obtuvo texto completo verificable mediante Drive, repositorio o editor de acceso abierto.",not_applicable,no,not_assessed_fulltext,not_retrieved,NR_FULLTEXT_UNAVAILABLE,,,,,,,,none; bibliographic evidence does not modify model parameters automatically,Support corpus for an original article; not a systematic-review outcome.
R000299,2,uncertain,Derecho electoral municipal: un análisis sociológico de su variación en el Perú 1980-2002,"Vargas León, Carlos",2002,,core,module_E_es,10.53557/elecciones.2002.v1n1.03,https://core.ac.uk/download/517418424.pdf,https://core.ac.uk/download/517418424.pdf,retrieved,legal_open_web,ONPE_fulltext,passed,yes,excluded_after_fulltext,excluded,EXC_OUTSIDE_TEMPORAL_ANALYTIC_SCOPE: La evolución normativa municipal 1980–2002 queda fuera del periodo y no modifica la interpretación actual.,,,,,,,,none; bibliographic evidence does not modify model parameters automatically,Support corpus for an original article; not a systematic-review outcome.
R000350,2,uncertain,Political polarization in low- and middle-income countries,Larreguy H.,2026,Nature Human Behaviour,scopus,module_A_en,10.1038/s41562-026-02507-3,https://api.elsevier.com/content/abstract/scopus_id/105042611963,https://doi.org/10.1038/s41562-026-02507-3,not_retrieved,unavailable,"No se obtuvo texto completo verificable mediante Drive, repositorio o editor de acceso abierto.",not_applicable,no,not_assessed_fulltext,not_retrieved,NR_FULLTEXT_UNAVAILABLE,,,,,,,,none; bibliographic evidence does not modify model parameters automatically,Support corpus for an original article; not a systematic-review outcome.
R000351,2,uncertain,The Treacherous Road out of Autocracy,Gamboa L.,2026,Current History,scopus,module_A_en,10.1525/curh.2026.125.872-873.38,https://api.elsevier.com/content/abstract/scopus_id/105044370692,https://doi.org/10.1525/curh.2026.125.872-873.38,not_retrieved,abstract_or_metadata_only,"Resumen o metadatos localizados, pero el texto completo legal no estuvo disponible.",not_applicable,no,not_assessed_fulltext,not_retrieved,NR_FULLTEXT_UNAVAILABLE,,,,,,,,none; bibliographic evidence does not modify model parameters automatically,Support corpus for an original article; not a systematic-review outcome.
R000540,2,uncertain,School well-being in boarding schools: challenges and opportunities to overcome social anomie in an indigenous context,Villarroel-Cárdenas V.,2026,Estudios Pedagogicos,scopus,module_D_es,10.4067/s0718-07052026000100501,https://api.elsevier.com/content/abstract/scopus_id/105041303264,https://doi.org/10.4067/s0718-07052026000100501,not_retrieved,unavailable,"No se obtuvo texto completo verificable mediante Drive, repositorio o editor de acceso abierto.",not_applicable,no,not_assessed_fulltext,not_retrieved,NR_FULLTEXT_UNAVAILABLE,,,,,,,,none; bibliographic evidence does not modify model parameters automatically,Support corpus for an original article; not a systematic-review outcome.
R000596,2,uncertain,Discursive geographies of extraction: towards a territorialized application of cultural political economy of extractivism in Chile and Peru,Watanabe-Farro A.,2026,Extractive Industries and Society,scopus,module_E_es,10.1016/j.exis.2026.102020,https://api.elsevier.com/content/abstract/scopus_id/105046891472,https://doi.org/10.1016/j.exis.2026.102020,not_retrieved,unavailable,"No se obtuvo texto completo verificable mediante Drive, repositorio o editor de acceso abierto.",not_applicable,no,not_assessed_fulltext,not_retrieved,NR_FULLTEXT_UNAVAILABLE,,,,,,,,none; bibliographic evidence does not modify model parameters automatically,Support corpus for an original article; not a systematic-review outcome.
R000643,2,uncertain,Neoconservadorismo na América Latina: o ataque aos direitos sexuais e reprodutivos como elemento da erosão democrática,Joyce Miranda Leão Martins,2022,Revista Brasileira de Ciência Política,scielo,module_A_pt,10.1590/0103-3352.2022.37.254322,https://doi.org/10.1590/0103-3352.2022.37.254322,https://doi.org/10.1590/0103-3352.2022.37.254322,retrieved,legal_open_web,scielo_full_html,passed,yes,eligible,included,,MMAT_2018,alta,Discusión,derechos y erosión regional,libertades_civiles,restrictivo,Las agendas neoconservadoras pueden afectar derechos y libertades en contextos de erosión.,none; bibliographic evidence does not modify model parameters automatically,Support corpus for an original article; not a systematic-review outcome.
